3.939295994866227370e-03,-3.079277036063968274e-03,-0.000000000000000000e+00
2.453124713010835373e-03,2.256696239328208602e-03,-3.726862115214008096e-03
-2.552324049130747343e-04,2.849367034311310956e-03,4.100727243217018765e-03
1.595245983082667482e-03,4.720983636837657905e-03,4.092722250161807854e-04
-1.948593601593887319e-03,3.509714170415016883e-03,-2.980753162845824981e-03
-2.812518416380441373e-03,4.359432659582276057e-04,-4.110923695033335407e-03
-2.548957886533865548e-03,-4.102091304769351666e-03,1.294473105171555253e-03
-2.772069404086924781e-03,-1.112675538388718625e-04,4.159717628684413832e-03
-2.585909894894336536e-03,4.279363475621256359e-03,1.087469568864860687e-05
3.151545501945764854e-03,2.876181995034763576e-03,2.606786926582851070e-03
-4.954658079278499369e-03,-1.490577394591185230e-04,-6.550916788874900677e-04
4.136950126751693692e-03,-4.472063851911371388e-04,2.772300506405000510e-03
3.365288137546675572e-03,-2.820142315906463623e-03,-2.391993534548401447e-03
-5.335314901428543210e-04,-3.227866191981764062e-03,3.781034778428663066e-03
1.841352052092555406e-03,-4.263763307806423854e-03,-1.851957093255174845e-03
3.001161742224355347e-03,3.923931875870925561e-03,-7.718722890044410912e-04
-4.731519516108617651e-03,1.401766168990588703e-03,-8.048445043340495464e-04
3.499625993560542131e-03,-3.566676825286787221e-03,-1.772972903277265748e-04
-1.271242652187611327e-03,-8.587308028379269298e-04,4.758836362758898236e-03
1.421955313445593836e-03,-4.508910756021263476e-03,1.627196017939941224e-03
-4.406935325866759637e-04,-2.906266504776362433e-03,4.044676033201084764e-03
2.777004255670012956e-03,2.307081241290382962e-03,-3.459136237570972685e-03
3.665803476737676276e-03,1.511227704415994254e-03,3.045993383995364897e-03
-3.926611182552598028e-03,-2.102170262302231090e-04,3.088289724578282928e-03
4.460704893680793662e-03,-2.252194945043607937e-03,1.724232612272478670e-04
6.112589584106916784e-04,1.522231250661847807e-03,-4.723258886115723476e-03
7.135644508653576901e-05,4.564495113173804540e-03,2.039679538446437582e-03
-2.356924231883389485e-03,-6.447944382480720214e-04,4.362241201213574657e-03
1.329833989692261404e-03,-4.298674949123297909e-03,2.180122758387466157e-03
-1.755186282899047880e-03,-4.422685121770324711e-03,-1.535961401205913944e-03
-2.457942031277875975e-03,-4.171289812024425031e-03,-1.248544062089449770e-03
1.419997846545241558e-03,4.597071872532211730e-03,-1.360344189747603356e-03
-2.980483114321021317e-03,4.076083618649380840e-04,-3.993817200196454233e-03
-1.028271790992716945e-03,3.374624326697224508e-03,-3.543242551323848820e-03
1.751493994314552152e-03,-3.299664557628652784e-03,3.323324027989050210e-03
-4.240464988750814075e-03,-2.396549272710848250e-03,1.129162637819575762e-03
3.689982283343589981e-03,1.919775118728427130e-03,-2.774616053100262183e-03
3.055177503068001819e-03,3.955703281419835869e-03,-1.352847889140416796e-04
1.765904344672669310e-03,-1.593115155398404630e-03,4.398132097505270260e-03
-1.126805678863478490e-03,-4.353268020097167401e-03,2.186176229694281568e-03
2.112457473670433482e-03,3.641196694106437880e-03,2.698001122453858470e-03
3.954068187300272333e-03,-2.091275541705240205e-03,2.234258574750334816e-03
-8.630034060636253149e-04,2.410824063995625419e-03,4.294549156032819413e-03
-2.062814540441819714e-04,-3.419663452985059488e-03,3.641888223166070068e-03
3.838507834173642171e-03,1.949634351408759082e-03,2.542593853291264579e-03
-1.339065994126964086e-03,3.414196190311481402e-03,-3.398553609616204209e-03
4.344165228028189739e-03,2.271520787467093232e-03,-9.840842360772097345e-04
-5.207463294729058716e-04,-1.408924751365085368e-03,4.769041235440444823e-03
-6.368195313420725026e-04,2.266897514901978616e-03,4.410854400389169379e-03
2.850818509598381911e-03,-3.605328758175397556e-03,1.968359309375375833e-03
-2.617651452024949074e-03,-1.861808847667779454e-03,3.831653519103423410e-03
-2.886076589418666658e-03,-8.041724331705545721e-04,4.002982465329827169e-03
3.194770762696819751e-03,3.772120389443171188e-03,7.513637876319809129e-04
-3.512907983555842682e-03,-3.462597914288570618e-03,8.184700257395273329e-04
2.962790420892124407e-03,3.801247902493155514e-03,1.331310371649396850e-03
1.507564720798489338e-03,2.989643192208039143e-03,3.713392276058092439e-03
9.169415347087845215e-04,4.716242970779807066e-03,-1.384294210959490868e-03
1.606265447439822990e-03,-1.322970166965396288e-03,-4.546389913951563375e-03
2.567240656090334552e-03,-2.950602310922209072e-03,-3.114999424798885978e-03
2.757869659100076198e-03,-2.594296796654010830e-03,-3.265544223293565061e-03
1.667203230546491534e-03,3.278628014214208814e-03,3.386891160410256205e-03
1.356277662285714685e-03,4.652281485939153798e-03,-1.231579424305463601e-03
1.114404306439444612e-03,1.988099983804234808e-03,4.450343975041347842e-03
4.949289329161880857e-03,-1.750295822617009523e-04,-6.884037925357743958e-04
7.079459099792693175e-04,-2.129502353188670281e-03,4.468112836120809520e-03
2.932839319408261577e-03,3.336878843431596853e-03,2.294273983375023657e-03
-3.331311556669879891e-03,3.721795083994259429e-03,2.249548069143428536e-04
-1.032863780220350750e-03,-4.078684081994084221e-03,2.701393820011625292e-03
-3.615798137808375317e-03,-2.840505289802233973e-03,-1.964060468831602124e-03
-1.597291261356492903e-03,3.317610904578664928e-03,3.382620066193499711e-03
2.274782527044526444e-03,3.483038970794960412e-03,-2.773770715574108703e-03
3.762391459927985800e-03,-1.853470012360026488e-03,-2.721958746113373358e-03
2.083386948108085970e-03,-2.207054031531438011e-03,-3.973463391847684503e-03
4.402115161313264677e-03,-6.918497798153995602e-04,2.267757921098561592e-03
4.778866373787519703e-03,3.944650026466677548e-04,-1.416627524499610357e-03
-2.924799060038075268e-03,-4.044331849933864576e-03,2.982119146025522167e-04
-3.659968377397377660e-03,3.369121387136151356e-03,5.036393106112554193e-04
-2.977825863733299643e-03,3.473487035132097464e-04,4.001487473858780092e-03
-3.362012333041626989e-03,2.749678150409236039e-03,2.477123965738904122e-03
-4.013082764871637662e-03,-2.691637344236732197e-03,1.284622563012359628e-03
-1.612216006128262911e-03,4.652933511063657261e-03,8.665848436273629503e-04
4.323654696787877089e-03,2.510273073183792291e-03,-6.737329584141425298e-05
-3.094149062958744152e-03,-1.569061356080386164e-03,3.600595511446225486e-03
-1.798172845784306315e-03,4.485276469599547462e-03,-1.284083100091497256e-03
3.118342313254076400e-03,2.005117789662728273e-03,-3.354913391869791990e-03
3.653941811134379675e-03,3.405610854862370016e-03,2.247753235735841070e-04
1.156319838348323975e-03,-4.545026941441311814e-03,-1.733682362203278933e-03
-5.268732929069241608e-04,-4.443584589483118123e-03,2.230910246811727317e-03
-3.108909150997114963e-03,2.427372735496288562e-03,-3.072872515060730975e-03
-1.099644858201955780e-03,-1.953135670516080100e-03,-4.469456593187554755e-03
2.254068845991000908e-03,1.678436584324529952e-04,-4.459932975265078550e-03
3.280022733651092627e-03,-3.437375763287264883e-03,1.557529687902385867e-03
-3.768240185337671275e-04,4.779524096569847010e-03,-1.419208606711589099e-03
1.724532624720235153e-03,2.751047674419499015e-05,-4.693104558812305482e-03
2.908148792721151031e-03,3.290010784747253621e-03,-2.391338461121986312e-03
-1.708923589364958959e-03,-4.259622037200035821e-03,-1.983733920139442615e-03
4.333565044438610070e-03,-2.108454778216179164e-04,-2.485107279394988336e-03
9.617453113585255117e-04,-4.377205195942241063e-03,2.217007133208222236e-03
3.199087316448184261e-03,3.842414310877372181e-03,-4.114128468006119960e-05
-3.032084693888271055e-03,-5.418982128704123453e-04,3.938630312174058561e-03
